0,1,2
-10,800,0
-3,800,0
-4,800,0
-5,800,0
-6,800,0
-3,800,0
-3,800,0
-6,800,0
-7,800,0
-5,800,0
-4,800,0
-6,800,0
-3,800,0
-7,800,0
-8,800,0
-8,800,0
-4,800,0
-6,800,0
-4,800,0
-4,800,0
-6,800,0
-8,800,0
-7,800,0
