0,1,2,3,4,5,6
-7,487,161,135,0,2,4
-7,485,158,130,0,2,4
-7,483,155,125,0,2,4
-7,481,152,120,0,2,4
-7,479,149,115,0,2,4
-7,477,146,110,0,2,4
-7,475,143,105,0,2,4
-7,473,140,100,0,2,4
-7,471,137,95,0,2,4
-7,469,134,90,0,2,4
-7,462,126,85,0,2,4
-7,455,118,80,0,2,4
-7,448,110,75,0,2,4
-7,441,102,70,0,2,4
-7,434,94,65,0,2,4
-7,427,86,60,0,2,4
-7,420,78,55,0,2,4
-7,413,70,50,0,2,4
-7,406,62,45,0,2,4
-7,399,54,40,0,2,4
-7,392,46,35,0,2,4
-7,385,38,30,0,2,4
-7,378,30,25,0,2,4
-7,371,22,20,0,2,4
-7,364,14,15,0,2,4
-7,357,6,10,0,2,4
-7,350,2,5,0,2,4
-7,343,10,0,0,2,4
-7,336,18,5,0,2,4
-7,329,26,10,0,2,4
-7,322,34,15,0,2,4
-7,315,42,20,0,2,4
-7,308,50,25,0,2,4
-7,301,58,30,0,2,4
-7,294,790,35,0,2,4
-7,287,784,40,0,2,4
-7,280,778,45,0,2,4
-7,273,772,50,0,2,4
-7,266,766,55,0,2,4
-7,259,760,60,0,2,4
-7,252,754,65,0,2,4
-7,245,748,70,0,2,4
-7,238,742,75,0,2,4
-7,231,736,80,0,2,4
-7,224,730,85,0,2,4
-7,217,724,90,0,2,4
-7,210,718,95,0,2,4
-7,203,712,100,0,2,4
-7,196,706,300,0,2,4
-7,184,695,295,0,2,4
-7,172,684,290,0,2,4
-7,160,673,285,0,2,4
-7,148,662,280,0,2,4
-7,136,651,275,0,2,4
-7,129,645,270,0,2,4
-7,122,639,265,0,2,4
-7,115,633,245,1,2,4
-7,108,627,226,1,2,4
-7,101,621,208,1,2,4
-7,94,615,191,1,2,4
-7,87,609,175,1,2,4
-7,80,603,160,1,2,4
-7,73,597,146,1,2,4
-7,66,591,133,1,2,4
-7,54,580,121,1,2,4
-7,42,569,110,1,2,4
-7,30,558,100,1,2,4
-7,18,547,91,1,2,4
-7,6,536,83,1,2,4
-7,6,525,76,1,2,4
-7,18,514,70,1,2,4
-7,30,503,65,1,2,4
-7,42,492,61,1,2,4
-7,54,481,58,1,2,4
-7,66,470,56,1,2,4
-7,78,459,55,1,2,4
-7,90,448,55,1,2,4
-7,97,442,56,1,2,4
-7,104,436,58,1,2,4
-7,111,430,61,1,2,4
-7,118,424,65,1,2,4
-7,125,418,70,1,2,4
-7,132,412,76,1,2,4
-7,139,406,83,1,2,4
-7,146,400,91,1,2,4
-7,750,394,100,1,2,4
-5,745,388,110,0,2,4
-5,740,382,105,0,2,4
-5,735,376,100,0,2,4
-5,730,370,95,0,2,4
-5,725,364,90,0,2,4
-5,720,358,85,0,2,4
-5,715,352,80,0,2,4
-5,710,346,75,0,2,4
-5,705,340,70,0,2,4
-5,700,334,65,0,2,4
-5,695,328,60,0,2,4
-5,690,322,55,0,2,4
-5,685,316,50,0,2,4
-5,680,310,45,0,2,4
-5,675,304,40,0,2,4
-5,670,298,35,0,2,4
-5,665,292,30,0,2,4
-5,660,286,25,0,2,4
-5,655,280,20,0,2,4
-5,650,274,15,0,2,4
-5,645,268,10,0,2,4
-5,640,262,5,0,2,4
-5,635,256,0,0,2,4
-5,630,250,5,0,2,4
-5,625,244,10,0,2,4
-5,620,238,15,0,2,4
-5,615,232,20,0,2,4
-5,610,226,25,0,2,4
-5,605,220,30,0,2,4
-5,600,214,35,0,2,4
-5,595,208,40,0,2,4
-5,590,202,45,0,2,4
-5,585,196,50,0,2,4
-5,580,190,55,0,2,4
-5,575,184,60,0,2,4
-5,570,178,65,0,2,4
-5,565,172,70,0,2,4
-5,560,166,90,1,2,4
-5,555,160,109,1,2,4
-5,550,154,127,1,2,4
-5,545,148,144,1,2,4
-5,540,142,160,1,2,4
-5,535,136,175,1,2,4
-5,530,130,216,1,2,4
-5,525,124,203,1,2,4
-5,520,118,191,1,2,4
-5,515,112,180,1,2,4
-5,510,106,170,1,2,4
-5,505,100,161,1,2,4
-5,500,94,153,1,2,4
-5,495,88,146,1,2,4
-5,490,82,140,1,2,4
-5,485,76,135,1,2,4
-5,480,70,131,1,2,4
-5,475,64,128,1,2,4
-5,470,58,126,1,2,4
-5,465,52,125,1,2,4
-5,460,46,125,1,2,4
-5,455,40,126,1,2,4
-5,450,34,128,1,2,4
-5,445,28,131,1,2,4
-5,440,22,135,1,2,4
-5,435,16,140,1,2,4
-5,430,10,146,1,2,4
-5,425,4,153,1,2,4
-5,420,2,161,1,2,4
-5,415,8,170,1,2,4
-5,410,14,180,0,2,4
-5,405,20,175,0,2,4
-5,400,26,170,0,2,4
-5,395,32,165,0,2,4
-5,390,38,160,0,2,4
-5,385,44,155,0,2,4
-5,380,50,150,0,2,4
-5,375,56,145,0,2,4
-5,370,62,140,0,2,4
-5,365,68,135,0,2,4
-5,360,74,130,0,2,4
-5,350,85,125,0,2,4
-5,340,96,120,0,2,4
-5,330,107,115,0,2,4
-5,320,118,110,0,2,4
-5,310,129,105,0,2,4
-5,300,140,100,0,2,4
-5,290,151,95,0,2,4
-5,280,162,90,0,2,4
-5,270,173,85,0,2,4
-5,260,184,80,0,2,4
-5,250,195,75,0,2,4
-5,240,206,70,0,2,4
-5,230,635,65,0,2,4
-5,220,623,60,0,2,4
-5,210,611,40,1,2,4
-5,200,599,21,1,2,4
-5,190,587,3,1,2,4
-5,180,575,14,1,2,4
-5,170,563,30,1,2,4
-5,160,551,45,1,2,4
-5,150,539,59,1,2,4
-5,140,527,72,1,2,4
-5,130,515,84,1,2,4
-5,120,503,95,1,2,4
-5,110,491,105,1,2,4
-5,100,479,114,1,2,4
-5,90,467,122,1,2,4
-5,80,455,129,1,2,4
-5,70,443,135,1,2,4
-5,60,431,140,1,2,4
-5,50,419,144,1,2,4
-5,40,407,147,1,2,4
-5,30,395,149,1,2,4
-5,20,383,150,1,2,4
-5,10,371,150,1,2,4
-5,0,359,149,1,2,4
-5,10,347,147,1,2,4
-5,20,335,144,1,2,4
-5,30,323,140,1,2,4
-5,40,311,135,1,2,4
-5,50,299,129,1,2,4
-5,60,287,122,1,2,4
-5,70,275,114,1,2,4
-5,80,263,105,1,2,4
-5,90,251,95,0,2,4
-5,100,239,100,0,2,4
-5,110,227,300,0,2,4
-5,120,215,295,0,2,4
-5,130,203,290,0,2,4
-5,140,191,285,0,2,4
-5,150,179,280,0,2,4
-5,160,167,275,0,2,4
-5,170,155,270,0,2,4
-5,180,143,265,0,2,4
-5,190,131,260,0,2,4
-5,200,119,255,0,2,4
-5,210,107,250,0,2,4
-5,220,95,245,0,2,4
-5,230,83,240,0,2,4
-5,240,71,235,0,2,4
-5,250,59,230,0,2,4
-5,260,47,225,0,2,4
-5,270,35,220,0,2,4
-5,280,23,215,0,2,4
-5,290,11,210,0,2,4
-5,300,1,205,0,2,4
-5,310,13,200,0,2,4
-5,320,25,195,0,2,4
-5,330,37,190,0,2,4
-5,340,49,185,0,2,4
-5,350,61,180,0,2,4
-5,360,73,175,0,2,4
-5,370,85,170,0,2,4
-5,380,97,165,0,2,4
-5,390,109,160,0,2,4
-5,400,121,155,0,2,4
-5,410,133,150,0,2,4
-5,420,145,145,0,2,4
-5,430,157,140,0,2,4
-5,440,169,135,0,2,4
-5,450,181,130,0,2,4
-5,460,193,125,0,2,4
-5,470,205,120,0,2,4
-5,480,217,115,0,2,4
-5,490,229,110,0,2,4
-5,500,241,105,0,2,4
-5,510,253,100,0,2,4
-5,520,265,95,0,2,4
-5,530,277,90,0,2,4
-5,540,289,85,0,2,4
-5,550,301,80,0,2,4
-5,560,313,75,0,2,4
-5,570,325,70,0,2,4
-5,580,337,65,0,2,4
-5,590,349,60,0,2,4
-5,600,361,55,0,2,4
-5,610,373,50,0,2,4
-5,620,385,45,0,2,4
-5,630,397,40,0,2,4
-5,640,409,35,0,2,4
-5,650,421,30,0,2,4
-5,660,433,25,0,2,4
-5,235,445,20,0,2,4
-8,222,457,15,0,2,4
-8,209,469,5,1,2,4
-8,196,481,24,1,2,4
-8,183,493,42,1,2,4
-8,175,500,59,1,2,4
-8,167,507,75,1,2,4
-8,159,514,90,1,2,4
-8,156,516,104,1,2,4
-8,153,518,117,1,2,4
-8,150,520,129,1,2,4
-8,147,522,140,1,2,4
-8,144,524,150,1,2,4
-8,141,526,159,1,2,4
-8,138,528,167,1,2,4
-8,135,530,174,1,2,4
-8,132,532,180,1,2,4
-8,129,534,185,1,2,4
-8,126,536,189,1,2,4
-8,123,538,192,1,2,4
-8,120,540,194,1,2,4
-8,117,542,195,1,2,4
-8,114,544,195,1,2,4
-8,111,546,194,1,2,4
-8,108,548,192,1,2,4
-8,105,550,216,1,2,4
-8,102,552,220,1,2,4
-8,99,554,225,1,2,4
-8,96,556,231,1,2,4
-8,93,558,238,1,2,4
-8,90,560,246,1,2,4
-8,87,562,255,1,2,4
-8,84,290,265,0,2,4
-8,81,291,260,0,2,4
-8,78,292,255,0,2,4
-8,70,288,235,1,2,4
-8,62,284,216,1,2,4
-8,54,280,198,1,2,4
-8,46,276,181,1,2,4
-8,38,272,165,1,2,4
-8,30,268,150,1,2,4
-8,22,264,136,1,2,4
-8,9,255,123,1,2,4
-8,4,246,111,1,2,4
-8,17,237,100,1,2,4
-8,30,228,90,1,2,4
-8,43,219,81,1,2,4
-8,56,210,73,1,2,4
-8,69,201,66,1,2,4
-8,82,192,60,1,2,4
-8,95,183,55,1,2,4
-8,108,174,51,1,2,4
-8,116,170,48,1,2,4
-8,119,171,46,1,2,4
-8,122,172,45,1,2,4
-8,125,173,45,1,2,4
-8,128,174,46,1,2,4
-8,131,175,48,1,2,4
-8,134,176,51,1,2,4
-8,137,177,55,1,2,4
-8,140,178,60,1,2,4
-8,143,179,66,1,2,4
-8,146,180,73,1,2,4
-8,149,181,81,1,2,4
-8,152,182,90,1,2,4
-8,155,183,100,0,2,4
-8,158,184,95,0,2,4
-8,161,185,90,0,2,4
-8,164,186,85,0,2,4
-8,167,187,80,0,2,4
-8,170,188,75,0,2,4
-8,173,189,70,0,2,4
-8,176,190,65,0,2,4
-8,179,191,60,0,2,4
-8,182,192,55,0,2,4
-8,185,193,50,0,2,4
-8,198,184,45,0,2,4
-8,211,175,40,0,2,4
-8,224,166,35,0,2,4
-8,237,157,30,0,2,4
-8,250,148,25,0,2,4
-8,263,139,20,0,2,4
-8,276,130,15,0,2,4
-8,289,121,10,0,2,4
-8,302,112,5,0,2,4
-8,315,103,0,0,2,4
-8,328,94,20,1,2,4
-8,341,85,39,1,2,4
-8,354,76,57,1,2,4
-8,367,67,74,1,2,4
-8,380,58,90,1,2,4
-8,393,49,105,1,2,4
-8,406,40,119,1,2,4
-8,419,31,132,1,2,4
-8,432,22,144,1,2,4
-8,445,13,155,1,2,4
-8,458,4,165,1,2,4
-8,471,5,174,1,2,4
-8,484,14,182,1,2,4
-8,497,23,189,1,2,4
-8,510,32,195,1,2,4
-8,523,41,200,1,2,4
-8,536,50,204,1,2,4
-8,549,59,207,1,2,4
-8,562,68,209,1,2,4
-8,575,77,210,1,2,4
-8,588,86,195,1,2,4
-8,601,95,196,1,2,4
-8,614,104,198,1,2,4
-8,627,113,201,1,2,4
-8,635,117,205,1,2,4
-8,638,116,210,1,2,4
-8,641,115,216,1,2,4
-8,260,114,223,1,2,4
-5,260,113,231,1,2,4
-5,260,112,240,1,2,4
-5,260,111,250,0,2,4
-5,260,110,245,0,2,4
-5,260,109,240,0,2,4
-5,260,108,235,0,2,4
-5,260,107,230,0,2,4
-5,260,106,225,0,2,4
-5,260,105,220,0,2,4
-5,260,104,215,0,2,4
-5,260,103,210,0,2,4
-5,260,102,205,0,2,4
-5,260,101,200,0,2,4
-5,260,100,195,0,2,4
-5,260,99,190,0,2,4
-5,260,98,185,0,2,4
-5,260,97,180,0,2,4
-5,260,96,175,0,2,4
-5,260,95,170,0,2,4
-5,260,94,150,1,2,4
-5,255,98,131,1,2,4
-5,250,102,113,1,2,4
-5,245,106,96,1,2,4
-5,240,110,80,1,2,4
-5,235,114,65,1,2,4
-5,230,118,51,1,2,4
-5,225,122,38,1,2,4
-5,220,126,26,1,2,4
-5,215,130,15,1,2,4
-5,205,139,5,1,2,4
-5,195,148,4,1,2,4
-5,185,157,12,1,2,4
-5,175,166,19,1,2,4
-5,165,175,25,1,2,4
-5,155,184,30,1,2,4
-5,145,193,34,1,2,4
-5,135,202,37,1,2,4
-5,125,211,39,1,2,4
-5,115,220,40,1,2,4
-5,105,229,40,1,2,4
-5,95,238,39,1,2,4
-5,85,247,37,1,2,4
-5,75,256,34,1,2,4
