DespBala,VelocidadBala,EstatusAire,EstatuSuelo,partida 1,DespBala,VelocidadBala,EstatusAire,EstatuSuelo,partida 2,DespBala,VelocidadBala,EstatusAire,EstatuSuelo,partida 3,DespBala,VelocidadBala,EstatusAire,EstatuSuelo,partida 4,DespBala,VelocidadBala,EstatusAire,EstatuSuelo,partida 5
-415,-642,0,1,,-415,-642,0,1,,-136,-532,1,0,,-412,-651,0,1,,,,,,
-394,-642,0,1,,-394,-642,0,1,,-118,-532,1,0,,-390,-651,0,1,,,,,,
-372,-642,0,1,,-372,-642,0,1,,-101,-532,1,0,,-368,-651,0,1,,,,,,
-351,-642,0,1,,-351,-642,0,1,,-83,-532,1,0,,-347,-651,0,1,,,,,,
-330,-642,0,1,,-330,-642,0,1,,-65,-532,1,0,,-325,-651,0,1,,,,,,
-308,-642,1,0,,-308,-642,1,0,,-48,-532,1,0,,-303,-651,0,1,,,,,,
-287,-642,1,0,,-287,-642,1,0,,-30,-532,1,0,,-282,-651,0,1,,,,,,
-265,-642,1,0,,-265,-642,1,0,,-12,-532,1,0,,-260,-651,0,1,,,,,,
-244,-642,1,0,,-244,-642,1,0,,6,-532,1,0,,-238,-651,0,1,,,,,,
-223,-642,1,0,,-223,-642,1,0,,23,-532,1,0,,-216,-651,0,1,,,,,,
-201,-642,1,0,,-201,-642,1,0,,41,-532,1,0,,-195,-651,0,1,,,,,,
-180,-642,1,0,,-180,-642,1,0,,50,-532,1,0,,-173,-651,0,1,,,,,,
-158,-642,1,0,,-158,-642,1,0,,-650,-686,1,0,,-151,-651,0,1,,,,,,
-137,-642,1,0,,-137,-642,1,0,,-650,-686,1,0,,-130,-651,1,0,,,,,,
-116,-642,1,0,,-116,-642,1,0,,-628,-686,1,0,,-108,-651,1,0,,,,,,
-94,-642,1,0,,-94,-642,1,0,,-605,-686,1,0,,-86,-651,1,0,,,,,,
-73,-642,1,0,,-73,-642,1,0,,-582,-686,0,1,,-65,-651,1,0,,,,,,
-51,-642,1,0,,-51,-642,1,0,,-559,-686,0,1,,-43,-651,1,0,,,,,,
-30,-642,1,0,,-30,-642,1,0,,-536,-686,0,1,,-21,-651,1,0,,,,,,
-9,-642,1,0,,-9,-642,1,0,,-513,-686,0,1,,1,-651,1,0,,,,,,
13,-642,1,0,,13,-642,1,0,,-490,-686,0,1,,22,-651,1,0,,,,,,
34,-642,1,0,,34,-642,1,0,,-468,-686,0,1,,44,-651,1,0,,,,,,
50,-642,1,0,,50,-642,1,0,,-445,-686,0,1,,50,-651,1,0,,,,,,
-650,-504,1,0,,-650,-504,1,0,,-422,-686,0,1,,-650,-600,1,0,,,,,,
-650,-504,1,0,,-650,-504,1,0,,-399,-686,0,1,,-650,-600,1,0,,,,,,
-634,-504,1,0,,-634,-504,1,0,,-376,-686,0,1,,-630,-600,1,0,,,,,,
-617,-504,1,0,,-617,-504,1,0,,-353,-686,0,1,,-610,-600,1,0,,,,,,
-600,-504,0,1,,-600,-504,0,1,,-330,-686,0,1,,-590,-600,1,0,,,,,,
-583,-504,1,0,,-583,-504,1,0,,-307,-686,0,1,,-570,-600,1,0,,,,,,
-567,-504,1,0,,-567,-504,1,0,,-285,-686,0,1,,-550,-600,1,0,,,,,,
-550,-504,1,0,,-550,-504,1,0,,-262,-686,1,0,,-530,-600,1,0,,,,,,
-533,-504,1,0,,-533,-504,1,0,,-239,-686,1,0,,-510,-600,1,0,,,,,,
-516,-504,1,0,,-516,-504,1,0,,-216,-686,1,0,,-490,-600,0,1,,,,,,
-499,-504,1,0,,-499,-504,1,0,,-193,-686,1,0,,-470,-600,0,1,,,,,,
-483,-504,1,0,,-483,-504,1,0,,-170,-686,1,0,,-450,-600,0,1,,,,,,
-466,-504,1,0,,-466,-504,1,0,,-147,-686,1,0,,-430,-600,0,1,,,,,,
-449,-504,1,0,,-449,-504,1,0,,-125,-686,1,0,,-410,-600,0,1,,,,,,
-432,-504,1,0,,-432,-504,1,0,,-102,-686,1,0,,-390,-600,0,1,,,,,,
-415,-504,1,0,,-415,-504,1,0,,-79,-686,1,0,,-370,-600,0,1,,,,,,
-399,-504,1,0,,-399,-504,1,0,,-56,-686,1,0,,-350,-600,0,1,,,,,,
-382,-504,1,0,,-382,-504,1,0,,-33,-686,1,0,,-330,-600,0,1,,,,,,
-365,-504,1,0,,-365,-504,1,0,,-10,-686,1,0,,-310,-600,0,1,,,,,,
-348,-504,1,0,,-348,-504,1,0,,13,-686,1,0,,-290,-600,0,1,,,,,,
-331,-504,1,0,,-331,-504,1,0,,36,-686,1,0,,-270,-600,0,1,,,,,,
-315,-504,1,0,,-315,-504,1,0,,50,-686,1,0,,-250,-600,0,1,,,,,,
-298,-504,1,0,,-298,-504,1,0,,-650,-711,1,0,,-230,-600,0,1,,,,,,
-281,-504,1,0,,-281,-504,1,0,,-650,-711,1,0,,-210,-600,0,1,,,,,,
-264,-504,0,1,,-264,-504,0,1,,-627,-711,1,0,,-190,-600,0,1,,,,,,
-247,-504,0,1,,-247,-504,0,1,,-603,-711,1,0,,-170,-600,0,1,,,,,,
-231,-504,0,1,,-231,-504,0,1,,-579,-711,1,0,,-150,-600,0,1,,,,,,
-214,-504,1,0,,-214,-504,1,0,,-556,-711,1,0,,-130,-600,1,0,,,,,,
-197,-504,1,0,,-197,-504,1,0,,-532,-711,1,0,,-110,-600,1,0,,,,,,
-180,-504,1,0,,-180,-504,1,0,,-508,-711,0,1,,-90,-600,1,0,,,,,,
-163,-504,1,0,,-163,-504,1,0,,-485,-711,0,1,,-70,-600,1,0,,,,,,
-147,-504,1,0,,-147,-504,1,0,,-461,-711,1,0,,-50,-600,1,0,,,,,,
-130,-504,1,0,,-130,-504,1,0,,-437,-711,1,0,,-30,-600,1,0,,,,,,
-113,-504,1,0,,-113,-504,1,0,,-413,-711,1,0,,-10,-600,1,0,,,,,,
-96,-504,1,0,,-96,-504,1,0,,-390,-711,1,0,,10,-600,1,0,,,,,,
-79,-504,1,0,,-79,-504,1,0,,-366,-711,1,0,,30,-600,1,0,,,,,,
-63,-504,1,0,,-63,-504,1,0,,-342,-711,1,0,,50,-600,1,0,,,,,,
-46,-504,1,0,,-46,-504,1,0,,-319,-711,1,0,,-650,-480,1,0,,,,,,
-29,-504,1,0,,-29,-504,1,0,,-295,-711,1,0,,-650,-480,1,0,,,,,,
-12,-504,1,0,,-12,-504,1,0,,-271,-711,1,0,,-634,-480,1,0,,,,,,
5,-504,1,0,,5,-504,1,0,,-248,-711,1,0,,-618,-480,1,0,,,,,,
21,-504,1,0,,21,-504,1,0,,-224,-711,1,0,,-602,-480,1,0,,,,,,
38,-504,1,0,,38,-504,1,0,,-200,-711,1,0,,-586,-480,1,0,,,,,,
50,-504,1,0,,50,-504,1,0,,-176,-711,1,0,,-570,-480,1,0,,,,,,
-650,-646,1,0,,-650,-646,1,0,,-153,-711,1,0,,-554,-480,1,0,,,,,,
-650,-646,1,0,,-650,-646,1,0,,-129,-711,1,0,,-538,-480,1,0,,,,,,
-629,-646,1,0,,-629,-646,1,0,,-105,-711,1,0,,-522,-480,0,1,,,,,,
-607,-646,1,0,,-607,-646,1,0,,-82,-711,1,0,,-506,-480,0,1,,,,,,
-586,-646,1,0,,-586,-646,1,0,,-58,-711,1,0,,-490,-480,0,1,,,,,,
-564,-646,0,1,,-564,-646,0,1,,-34,-711,1,0,,-474,-480,0,1,,,,,,
-543,-646,0,1,,-543,-646,0,1,,,,,,,-458,-480,0,1,,,,,,
-521,-646,0,1,,-521,-646,0,1,,,,,,,-442,-480,0,1,,,,,,
-500,-646,0,1,,-500,-646,0,1,,,,,,,-426,-480,0,1,,,,,,
-478,-646,0,1,,-478,-646,0,1,,,,,,,-410,-480,0,1,,,,,,
-457,-646,0,1,,-457,-646,0,1,,,,,,,-394,-480,0,1,,,,,,
-435,-646,0,1,,-435,-646,0,1,,,,,,,-378,-480,0,1,,,,,,
-414,-646,0,1,,-414,-646,0,1,,,,,,,-362,-480,0,1,,,,,,
-392,-646,0,1,,-392,-646,0,1,,,,,,,-346,-480,0,1,,,,,,
-371,-646,0,1,,-371,-646,0,1,,,,,,,-330,-480,0,1,,,,,,
-349,-646,0,1,,-349,-646,0,1,,,,,,,-314,-480,0,1,,,,,,
-328,-646,0,1,,-328,-646,0,1,,,,,,,-298,-480,0,1,,,,,,
-306,-646,0,1,,-306,-646,0,1,,,,,,,-282,-480,0,1,,,,,,
-284,-646,0,1,,-284,-646,0,1,,,,,,,-266,-480,0,1,,,,,,
-263,-646,0,1,,-263,-646,0,1,,,,,,,-250,-480,0,1,,,,,,
-241,-646,0,1,,-241,-646,0,1,,,,,,,-234,-480,0,1,,,,,,
-220,-646,0,1,,-220,-646,0,1,,,,,,,-218,-480,0,1,,,,,,
-198,-646,0,1,,-198,-646,0,1,,,,,,,-202,-480,1,0,,,,,,
-177,-646,0,1,,-177,-646,0,1,,,,,,,-186,-480,1,0,,,,,,
-155,-646,0,1,,-155,-646,0,1,,,,,,,-170,-480,1,0,,,,,,
-134,-646,0,1,,-134,-646,0,1,,,,,,,-154,-480,1,0,,,,,,
-112,-646,0,1,,-112,-646,0,1,,,,,,,-138,-480,1,0,,,,,,
-91,-646,0,1,,-91,-646,0,1,,,,,,,-122,-480,1,0,,,,,,
-69,-646,0,1,,-69,-646,0,1,,,,,,,-106,-480,1,0,,,,,,
-48,-646,0,1,,-48,-646,0,1,,,,,,,-90,-480,1,0,,,,,,
,,,,,-650,-713,0,1,,,,,,,-74,-480,1,0,,,,,,
,,,,,-650,-713,0,1,,,,,,,-58,-480,1,0,,,,,,
,,,,,-627,-713,0,1,,,,,,,-42,-480,1,0,,,,,,
,,,,,-603,-713,0,1,,,,,,,-26,-480,1,0,,,,,,
,,,,,-579,-713,0,1,,,,,,,-10,-480,1,0,,,,,,
,,,,,-555,-713,0,1,,,,,,,6,-480,1,0,,,,,,
,,,,,-532,-713,0,1,,,,,,,22,-480,1,0,,,,,,
,,,,,-508,-713,0,1,,,,,,,38,-480,1,0,,,,,,
,,,,,-484,-713,0,1,,,,,,,50,-480,1,0,,,,,,
,,,,,-460,-713,0,1,,,,,,,-650,-341,1,0,,,,,,
,,,,,-437,-713,0,1,,,,,,,-650,-341,1,0,,,,,,
,,,,,-413,-713,0,1,,,,,,,-639,-341,1,0,,,,,,
,,,,,-389,-713,0,1,,,,,,,-628,-341,1,0,,,,,,
,,,,,-365,-713,0,1,,,,,,,-616,-341,1,0,,,,,,
,,,,,-342,-713,0,1,,,,,,,-605,-341,0,1,,,,,,
,,,,,-318,-713,0,1,,,,,,,-594,-341,0,1,,,,,,
,,,,,-294,-713,0,1,,,,,,,-582,-341,0,1,,,,,,
,,,,,-270,-713,0,1,,,,,,,-571,-341,0,1,,,,,,
,,,,,-246,-713,1,0,,,,,,,-560,-341,0,1,,,,,,
,,,,,-223,-713,1,0,,,,,,,-548,-341,0,1,,,,,,
,,,,,-199,-713,1,0,,,,,,,-537,-341,0,1,,,,,,
,,,,,-175,-713,1,0,,,,,,,-525,-341,0,1,,,,,,
,,,,,-151,-713,1,0,,,,,,,-514,-341,0,1,,,,,,
,,,,,-128,-713,1,0,,,,,,,-503,-341,0,1,,,,,,
,,,,,-104,-713,1,0,,,,,,,-491,-341,0,1,,,,,,
,,,,,-80,-713,1,0,,,,,,,-480,-341,0,1,,,,,,
,,,,,-56,-713,1,0,,,,,,,-469,-341,0,1,,,,,,
,,,,,-33,-713,1,0,,,,,,,-457,-341,0,1,,,,,,
,,,,,-9,-713,1,0,,,,,,,-446,-341,0,1,,,,,,
,,,,,15,-713,1,0,,,,,,,-435,-341,0,1,,,,,,
,,,,,39,-713,1,0,,,,,,,-423,-341,0,1,,,,,,
,,,,,50,-713,1,0,,,,,,,-412,-341,0,1,,,,,,
,,,,,-650,-355,1,0,,,,,,,-400,-341,0,1,,,,,,
,,,,,-650,-355,1,0,,,,,,,-389,-341,0,1,,,,,,
,,,,,-639,-355,1,0,,,,,,,-378,-341,0,1,,,,,,
,,,,,-627,-355,1,0,,,,,,,-366,-341,0,1,,,,,,
,,,,,-615,-355,1,0,,,,,,,-355,-341,0,1,,,,,,
,,,,,-603,-355,1,0,,,,,,,-344,-341,0,1,,,,,,
,,,,,-591,-355,1,0,,,,,,,-332,-341,0,1,,,,,,
,,,,,-579,-355,1,0,,,,,,,-321,-341,0,1,,,,,,
,,,,,-568,-355,0,1,,,,,,,-309,-341,0,1,,,,,,
,,,,,-556,-355,0,1,,,,,,,-298,-341,0,1,,,,,,
,,,,,-544,-355,0,1,,,,,,,-287,-341,0,1,,,,,,
,,,,,-532,-355,0,1,,,,,,,-275,-341,0,1,,,,,,
,,,,,-520,-355,0,1,,,,,,,-264,-341,0,1,,,,,,
,,,,,-508,-355,1,0,,,,,,,-253,-341,0,1,,,,,,
,,,,,-497,-355,1,0,,,,,,,-241,-341,0,1,,,,,,
,,,,,-485,-355,1,0,,,,,,,-230,-341,0,1,,,,,,
,,,,,-473,-355,1,0,,,,,,,-219,-341,0,1,,,,,,
,,,,,-461,-355,1,0,,,,,,,-207,-341,0,1,,,,,,
,,,,,-449,-355,1,0,,,,,,,-196,-341,0,1,,,,,,
,,,,,-437,-355,1,0,,,,,,,-184,-341,0,1,,,,,,
,,,,,-426,-355,1,0,,,,,,,-173,-341,1,0,,,,,,
,,,,,-414,-355,1,0,,,,,,,-162,-341,1,0,,,,,,
,,,,,-402,-355,1,0,,,,,,,-150,-341,1,0,,,,,,
,,,,,-390,-355,1,0,,,,,,,-139,-341,1,0,,,,,,
,,,,,-378,-355,1,0,,,,,,,-128,-341,1,0,,,,,,
,,,,,-366,-355,1,0,,,,,,,-116,-341,1,0,,,,,,
,,,,,-355,-355,1,0,,,,,,,-105,-341,1,0,,,,,,
,,,,,-343,-355,1,0,,,,,,,-94,-341,1,0,,,,,,
,,,,,-331,-355,1,0,,,,,,,-82,-341,1,0,,,,,,
,,,,,-319,-355,1,0,,,,,,,-71,-341,1,0,,,,,,
,,,,,-307,-355,1,0,,,,,,,-59,-341,1,0,,,,,,
,,,,,-295,-355,1,0,,,,,,,-48,-341,1,0,,,,,,
,,,,,-284,-355,0,1,,,,,,,-37,-341,1,0,,,,,,
,,,,,-272,-355,0,1,,,,,,,-25,-341,1,0,,,,,,
,,,,,-260,-355,0,1,,,,,,,-14,-341,1,0,,,,,,
,,,,,-248,-355,0,1,,,,,,,-3,-341,1,0,,,,,,
,,,,,-236,-355,0,1,,,,,,,9,-341,1,0,,,,,,
,,,,,-224,-355,0,1,,,,,,,20,-341,1,0,,,,,,
,,,,,-213,-355,0,1,,,,,,,32,-341,1,0,,,,,,
,,,,,-201,-355,0,1,,,,,,,43,-341,0,1,,,,,,
,,,,,-189,-355,0,1,,,,,,,50,-341,0,1,,,,,,
,,,,,-177,-355,0,1,,,,,,,-650,-370,0,1,,,,,,
,,,,,-165,-355,0,1,,,,,,,-650,-370,0,1,,,,,,
,,,,,-153,-355,1,0,,,,,,,-638,-370,0,1,,,,,,
,,,,,-142,-355,1,0,,,,,,,-626,-370,1,0,,,,,,
,,,,,-130,-355,1,0,,,,,,,-613,-370,1,0,,,,,,
,,,,,-118,-355,1,0,,,,,,,-601,-370,1,0,,,,,,
,,,,,-106,-355,1,0,,,,,,,-589,-370,1,0,,,,,,
,,,,,-94,-355,1,0,,,,,,,-576,-370,1,0,,,,,,
,,,,,-82,-355,1,0,,,,,,,-564,-370,1,0,,,,,,
,,,,,-71,-355,1,0,,,,,,,-552,-370,1,0,,,,,,
,,,,,-59,-355,1,0,,,,,,,-539,-370,1,0,,,,,,
,,,,,-47,-355,1,0,,,,,,,-527,-370,1,0,,,,,,
,,,,,-35,-355,1,0,,,,,,,-515,-370,1,0,,,,,,
,,,,,-23,-355,1,0,,,,,,,-502,-370,1,0,,,,,,
,,,,,-11,-355,1,0,,,,,,,-490,-370,1,0,,,,,,
,,,,,0,-355,1,0,,,,,,,-478,-370,1,0,,,,,,
,,,,,12,-355,1,0,,,,,,,-465,-370,1,0,,,,,,
,,,,,24,-355,1,0,,,,,,,-453,-370,1,0,,,,,,
,,,,,36,-355,1,0,,,,,,,-441,-370,1,0,,,,,,
,,,,,48,-355,1,0,,,,,,,-428,-370,1,0,,,,,,
,,,,,50,-355,1,0,,,,,,,-416,-370,1,0,,,,,,
,,,,,-650,-558,1,0,,,,,,,-404,-370,1,0,,,,,,
,,,,,-650,-558,0,1,,,,,,,-391,-370,0,1,,,,,,
,,,,,-632,-558,0,1,,,,,,,-379,-370,0,1,,,,,,
,,,,,-613,-558,0,1,,,,,,,-367,-370,0,1,,,,,,
,,,,,-595,-558,0,1,,,,,,,-354,-370,0,1,,,,,,
,,,,,-576,-558,0,1,,,,,,,-342,-370,0,1,,,,,,
,,,,,-557,-558,0,1,,,,,,,-330,-370,0,1,,,,,,
,,,,,-539,-558,0,1,,,,,,,-317,-370,0,1,,,,,,
,,,,,-520,-558,0,1,,,,,,,-305,-370,0,1,,,,,,
,,,,,-502,-558,0,1,,,,,,,-293,-370,0,1,,,,,,
,,,,,-483,-558,0,1,,,,,,,-280,-370,0,1,,,,,,
,,,,,-464,-558,0,1,,,,,,,-268,-370,0,1,,,,,,
,,,,,-446,-558,0,1,,,,,,,-256,-370,0,1,,,,,,
,,,,,-427,-558,0,1,,,,,,,-243,-370,0,1,,,,,,
,,,,,-409,-558,0,1,,,,,,,-231,-370,0,1,,,,,,
,,,,,-390,-558,0,1,,,,,,,-219,-370,0,1,,,,,,
,,,,,-371,-558,0,1,,,,,,,-206,-370,0,1,,,,,,
,,,,,-353,-558,0,1,,,,,,,-194,-370,0,1,,,,,,
,,,,,-334,-558,0,1,,,,,,,-182,-370,0,1,,,,,,
,,,,,-316,-558,0,1,,,,,,,-169,-370,1,0,,,,,,
,,,,,-297,-558,0,1,,,,,,,-157,-370,1,0,,,,,,
,,,,,-278,-558,0,1,,,,,,,-145,-370,1,0,,,,,,
,,,,,-260,-558,0,1,,,,,,,-132,-370,1,0,,,,,,
,,,,,-241,-558,0,1,,,,,,,-120,-370,1,0,,,,,,
,,,,,-223,-558,0,1,,,,,,,-108,-370,1,0,,,,,,
,,,,,-204,-558,0,1,,,,,,,-95,-370,1,0,,,,,,
,,,,,-185,-558,0,1,,,,,,,-83,-370,1,0,,,,,,
,,,,,-167,-558,1,0,,,,,,,-71,-370,1,0,,,,,,
,,,,,-148,-558,1,0,,,,,,,-58,-370,1,0,,,,,,
,,,,,-130,-558,1,0,,,,,,,-46,-370,1,0,,,,,,
,,,,,-111,-558,1,0,,,,,,,-34,-370,1,0,,,,,,
,,,,,-92,-558,1,0,,,,,,,-21,-370,1,0,,,,,,
,,,,,-74,-558,1,0,,,,,,,-9,-370,1,0,,,,,,
,,,,,-55,-558,1,0,,,,,,,3,-370,1,0,,,,,,
,,,,,-37,-558,1,0,,,,,,,16,-370,1,0,,,,,,
,,,,,-18,-558,1,0,,,,,,,28,-370,1,0,,,,,,
,,,,,1,-558,1,0,,,,,,,40,-370,1,0,,,,,,
,,,,,19,-558,1,0,,,,,,,50,-370,1,0,,,,,,
,,,,,38,-558,1,0,,,,,,,-650,-412,1,0,,,,,,
,,,,,50,-558,1,0,,,,,,,-650,-412,0,1,,,,,,
,,,,,-650,-588,1,0,,,,,,,-637,-412,1,0,,,,,,
,,,,,-650,-588,1,0,,,,,,,-623,-412,1,0,,,,,,
,,,,,-631,-588,1,0,,,,,,,-609,-412,1,0,,,,,,
,,,,,-611,-588,1,0,,,,,,,-596,-412,1,0,,,,,,
,,,,,-592,-588,1,0,,,,,,,-582,-412,1,0,,,,,,
,,,,,-572,-588,1,0,,,,,,,-568,-412,1,0,,,,,,
,,,,,-552,-588,1,0,,,,,,,-554,-412,1,0,,,,,,
,,,,,-533,-588,1,0,,,,,,,-541,-412,1,0,,,,,,
,,,,,-513,-588,0,1,,,,,,,-527,-412,1,0,,,,,,
,,,,,-494,-588,0,1,,,,,,,-513,-412,1,0,,,,,,
,,,,,-474,-588,0,1,,,,,,,-499,-412,1,0,,,,,,
,,,,,-454,-588,0,1,,,,,,,-486,-412,1,0,,,,,,
,,,,,-435,-588,0,1,,,,,,,-472,-412,1,0,,,,,,
,,,,,-415,-588,0,1,,,,,,,-458,-412,1,0,,,,,,
,,,,,-396,-588,0,1,,,,,,,-444,-412,1,0,,,,,,
,,,,,-376,-588,0,1,,,,,,,-431,-412,1,0,,,,,,
,,,,,-356,-588,0,1,,,,,,,-417,-412,1,0,,,,,,
,,,,,-337,-588,0,1,,,,,,,-403,-412,1,0,,,,,,
,,,,,-317,-588,0,1,,,,,,,-390,-412,1,0,,,,,,
,,,,,-298,-588,0,1,,,,,,,-376,-412,0,1,,,,,,
,,,,,-278,-588,0,1,,,,,,,-362,-412,0,1,,,,,,
,,,,,-258,-588,0,1,,,,,,,-348,-412,0,1,,,,,,
,,,,,-239,-588,0,1,,,,,,,-335,-412,1,0,,,,,,
,,,,,-219,-588,0,1,,,,,,,-321,-412,1,0,,,,,,
,,,,,-200,-588,0,1,,,,,,,-307,-412,1,0,,,,,,
,,,,,-180,-588,1,0,,,,,,,-293,-412,1,0,,,,,,
,,,,,-160,-588,1,0,,,,,,,-280,-412,1,0,,,,,,
,,,,,-141,-588,1,0,,,,,,,-266,-412,1,0,,,,,,
,,,,,-121,-588,1,0,,,,,,,-252,-412,1,0,,,,,,
,,,,,-102,-588,1,0,,,,,,,-238,-412,1,0,,,,,,
,,,,,-82,-588,1,0,,,,,,,-225,-412,1,0,,,,,,
,,,,,-62,-588,1,0,,,,,,,-211,-412,1,0,,,,,,
,,,,,-43,-588,1,0,,,,,,,-197,-412,1,0,,,,,,
,,,,,-23,-588,1,0,,,,,,,-184,-412,1,0,,,,,,
,,,,,-4,-588,1,0,,,,,,,-170,-412,1,0,,,,,,
,,,,,16,-588,1,0,,,,,,,-156,-412,1,0,,,,,,
,,,,,36,-588,1,0,,,,,,,-142,-412,1,0,,,,,,
,,,,,50,-588,1,0,,,,,,,-129,-412,1,0,,,,,,
,,,,,-650,-532,1,0,,,,,,,-115,-412,1,0,,,,,,
,,,,,-650,-532,1,0,,,,,,,-101,-412,1,0,,,,,,
,,,,,-633,-532,1,0,,,,,,,-87,-412,1,0,,,,,,
,,,,,-615,-532,1,0,,,,,,,-74,-412,0,1,,,,,,
,,,,,-597,-532,1,0,,,,,,,-60,-412,0,1,,,,,,
,,,,,-580,-532,1,0,,,,,,,-46,-412,1,0,,,,,,
,,,,,-562,-532,1,0,,,,,,,,,,,,,,,,
,,,,,-544,-532,1,0,,,,,,,,,,,,,,,,
,,,,,-526,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-509,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-491,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-473,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-455,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-438,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-420,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-402,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-384,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-367,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-349,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-331,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-314,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-296,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-278,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-260,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-243,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-225,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-207,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-189,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-172,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-154,-532,0,1,,,,,,,,,,,,,,,,
,,,,,-136,-532,1,0,,,,,,,,,,,,,,,,
,,,,,-118,-532,1,0,,,,,,,,,,,,,,,,
,,,,,-101,-532,1,0,,,,,,,,,,,,,,,,
,,,,,-83,-532,1,0,,,,,,,,,,,,,,,,
,,,,,-65,-532,1,0,,,,,,,,,,,,,,,,
,,,,,-48,-532,1,0,,,,,,,,,,,,,,,,
,,,,,-30,-532,1,0,,,,,,,,,,,,,,,,
,,,,,-12,-532,1,0,,,,,,,,,,,,,,,,
,,,,,6,-532,1,0,,,,,,,,,,,,,,,,
,,,,,23,-532,1,0,,,,,,,,,,,,,,,,
,,,,,41,-532,1,0,,,,,,,,,,,,,,,,
,,,,,50,-532,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-627,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-603,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-580,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-556,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-533,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-509,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-486,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-462,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-438,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-415,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-391,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-368,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-344,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-321,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-297,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-273,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-250,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-226,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-203,-707,0,1,,,,,,,,,,,,,,,,
,,,,,-179,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-156,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-132,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-108,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-85,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-61,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-38,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-14,-707,1,0,,,,,,,,,,,,,,,,
,,,,,9,-707,1,0,,,,,,,,,,,,,,,,
,,,,,33,-707,1,0,,,,,,,,,,,,,,,,
,,,,,50,-707,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-629,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-607,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-585,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-563,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-541,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-519,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-497,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-475,-659,0,1,,,,,,,,,,,,,,,,
,,,,,-453,-659,0,1,,,,,,,,,,,,,,,,
,,,,,-431,-659,0,1,,,,,,,,,,,,,,,,
,,,,,-409,-659,0,1,,,,,,,,,,,,,,,,
,,,,,-387,-659,0,1,,,,,,,,,,,,,,,,
,,,,,-365,-659,0,1,,,,,,,,,,,,,,,,
,,,,,-343,-659,0,1,,,,,,,,,,,,,,,,
,,,,,-321,-659,0,1,,,,,,,,,,,,,,,,
,,,,,-299,-659,0,1,,,,,,,,,,,,,,,,
,,,,,-277,-659,0,1,,,,,,,,,,,,,,,,
