DespBala,VelocidadBala,EstatusAire,EstatuSuelo,partida 1,DespBala,VelocidadBala,EstatusAire,EstatuSuelo,partida 2,DespBala,VelocidadBala,EstatusAire,EstatuSuelo,partida 3,DespBala,VelocidadBala,EstatusAire,EstatuSuelo,partida 4,DespBala,VelocidadBala,EstatusAire,EstatuSuelo,partida 5
,,,,,-255,-659,0,1,,,,,,,,,,,,,,,,
,,,,,-233,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-211,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-189,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-167,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-145,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-123,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-101,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-79,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-57,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-35,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-13,-659,1,0,,,,,,,,,,,,,,,,
,,,,,8,-659,1,0,,,,,,,,,,,,,,,,
,,,,,30,-659,1,0,,,,,,,,,,,,,,,,
,,,,,50,-659,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-636,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-622,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-608,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-593,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-579,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-565,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-551,-428,0,1,,,,,,,,,,,,,,,,
,,,,,-536,-428,0,1,,,,,,,,,,,,,,,,
,,,,,-522,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-508,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-494,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-479,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-465,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-451,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-437,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-422,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-408,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-394,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-379,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-365,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-351,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-337,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-322,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-308,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-294,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-280,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-265,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-251,-428,0,1,,,,,,,,,,,,,,,,
,,,,,-237,-428,0,1,,,,,,,,,,,,,,,,
,,,,,-223,-428,0,1,,,,,,,,,,,,,,,,
,,,,,-208,-428,0,1,,,,,,,,,,,,,,,,
,,,,,-194,-428,0,1,,,,,,,,,,,,,,,,
,,,,,-180,-428,0,1,,,,,,,,,,,,,,,,
,,,,,-165,-428,0,1,,,,,,,,,,,,,,,,
,,,,,-151,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-137,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-123,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-108,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-94,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-80,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-66,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-51,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-37,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-23,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-9,-428,1,0,,,,,,,,,,,,,,,,
,,,,,6,-428,1,0,,,,,,,,,,,,,,,,
,,,,,20,-428,1,0,,,,,,,,,,,,,,,,
,,,,,34,-428,1,0,,,,,,,,,,,,,,,,
,,,,,49,-428,1,0,,,,,,,,,,,,,,,,
,,,,,50,-428,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-627,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-603,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-579,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-555,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-531,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-507,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-483,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-460,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-436,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-412,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-388,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-364,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-340,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-316,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-292,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-269,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-245,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-221,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-197,-716,0,1,,,,,,,,,,,,,,,,
,,,,,-173,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-149,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-125,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-102,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-78,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-54,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-30,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-6,-716,1,0,,,,,,,,,,,,,,,,
,,,,,18,-716,1,0,,,,,,,,,,,,,,,,
,,,,,42,-716,1,0,,,,,,,,,,,,,,,,
,,,,,50,-716,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-637,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-624,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-611,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-598,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-585,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-572,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-559,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-546,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-533,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-519,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-506,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-493,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-480,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-467,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-454,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-441,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-428,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-415,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-402,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-388,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-375,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-362,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-349,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-336,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-323,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-310,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-297,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-284,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-271,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-257,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-244,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-231,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-218,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-205,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-192,-393,0,1,,,,,,,,,,,,,,,,
,,,,,-179,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-166,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-153,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-140,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-126,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-113,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-100,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-87,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-74,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-61,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-48,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-35,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-22,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-9,-393,1,0,,,,,,,,,,,,,,,,
,,,,,5,-393,1,0,,,,,,,,,,,,,,,,
,,,,,18,-393,1,0,,,,,,,,,,,,,,,,
,,,,,31,-393,1,0,,,,,,,,,,,,,,,,
,,,,,44,-393,1,0,,,,,,,,,,,,,,,,
,,,,,50,-393,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-632,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-613,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-594,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-575,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-557,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-538,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-519,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-500,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-482,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-463,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-444,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-425,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-407,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-388,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-369,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-350,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-331,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-313,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-294,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-275,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-256,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-238,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-219,-563,0,1,,,,,,,,,,,,,,,,
,,,,,-200,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-181,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-163,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-144,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-125,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-106,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-88,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-69,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-50,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-31,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-12,-563,1,0,,,,,,,,,,,,,,,,
,,,,,6,-563,1,0,,,,,,,,,,,,,,,,
,,,,,25,-563,1,0,,,,,,,,,,,,,,,,
,,,,,44,-563,1,0,,,,,,,,,,,,,,,,
,,,,,50,-563,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-639,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-627,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-616,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-604,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-592,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-581,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-569,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-558,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-546,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-534,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-523,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-511,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-500,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-488,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-476,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-465,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-453,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-442,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-430,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-418,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-407,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-395,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-384,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-372,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-360,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-349,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-337,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-326,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-314,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-302,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-291,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-279,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-268,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-256,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-244,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-233,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-221,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-210,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-198,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-186,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-175,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-163,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-152,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-140,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-128,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-117,-348,0,1,,,,,,,,,,,,,,,,
,,,,,-105,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-94,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-82,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-70,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-59,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-47,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-36,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-24,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-12,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-1,-348,1,0,,,,,,,,,,,,,,,,
,,,,,11,-348,1,0,,,,,,,,,,,,,,,,
,,,,,22,-348,1,0,,,,,,,,,,,,,,,,
,,,,,34,-348,1,0,,,,,,,,,,,,,,,,
,,,,,46,-348,1,0,,,,,,,,,,,,,,,,
,,,,,50,-348,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-629,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-607,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-586,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-564,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-542,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-521,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-499,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-478,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-456,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-434,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-413,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-391,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-370,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-348,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-326,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-305,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-283,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-262,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-240,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-218,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-197,-648,0,1,,,,,,,,,,,,,,,,
,,,,,-175,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-154,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-132,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-110,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-89,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-67,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-46,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-24,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-2,-648,1,0,,,,,,,,,,,,,,,,
,,,,,19,-648,1,0,,,,,,,,,,,,,,,,
,,,,,41,-648,1,0,,,,,,,,,,,,,,,,
,,,,,50,-648,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-632,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-614,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-596,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-578,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-560,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-542,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-524,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-506,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-488,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-469,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-451,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-433,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-415,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-397,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-379,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-361,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-343,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-325,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-307,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-288,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-270,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-252,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-234,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-216,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-198,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-180,-543,0,1,,,,,,,,,,,,,,,,
,,,,,-162,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-144,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-126,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-107,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-89,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-71,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-53,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-35,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-17,-543,1,0,,,,,,,,,,,,,,,,
,,,,,1,-543,1,0,,,,,,,,,,,,,,,,
,,,,,19,-543,1,0,,,,,,,,,,,,,,,,
,,,,,37,-543,1,0,,,,,,,,,,,,,,,,
,,,,,50,-543,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-624,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-598,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-571,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-545,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-519,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-492,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-466,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-440,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-413,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-387,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-361,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-334,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-308,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-282,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-255,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-229,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-203,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-176,-790,0,1,,,,,,,,,,,,,,,,
,,,,,-150,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-124,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-97,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-71,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-45,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-18,-790,1,0,,,,,,,,,,,,,,,,
,,,,,8,-790,1,0,,,,,,,,,,,,,,,,
,,,,,34,-790,1,0,,,,,,,,,,,,,,,,
,,,,,50,-790,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-630,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-609,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-588,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-567,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-546,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-525,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-504,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-484,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-463,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-442,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-421,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-400,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-379,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-358,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-337,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-317,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-296,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-275,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-254,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-233,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-212,-626,0,1,,,,,,,,,,,,,,,,
,,,,,-191,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-171,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-150,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-129,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-108,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-87,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-66,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-45,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-24,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-4,-626,1,0,,,,,,,,,,,,,,,,
,,,,,17,-626,1,0,,,,,,,,,,,,,,,,
,,,,,38,-626,1,0,,,,,,,,,,,,,,,,
,,,,,50,-626,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-650,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-637,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-623,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-609,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-595,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-581,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-567,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-553,-419,0,1,,,,,,,,,,,,,,,,
,,,,,-539,-419,0,1,,,,,,,,,,,,,,,,
,,,,,-525,-419,0,1,,,,,,,,,,,,,,,,
,,,,,-511,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-497,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-483,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-469,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-455,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-441,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-427,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-413,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-399,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-385,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-371,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-357,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-343,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-329,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-315,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-301,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-287,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-273,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-259,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-245,-419,0,1,,,,,,,,,,,,,,,,
,,,,,-232,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-218,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-204,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-190,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-176,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-162,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-148,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-134,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-120,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-106,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-92,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-78,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-64,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-50,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-36,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-22,-419,1,0,,,,,,,,,,,,,,,,
,,,,,-8,-419,1,0,,,,,,,,,,,,,,,,
